#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-03-27T20:39:24 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-03-27T20:39:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/622/A149/tablec1&-order=I&-out=RAJ2000&-out=DEJ2000&-out=Otype&-out=Jmag&-out=Hmag&-out=Ksmag&-out=Class&-out=ClassFlag&-out=SimbadName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36220149
#Name: J/A+A/622/A149
#Title: Vienna survey in Orion. III. (Grossschedl+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/622/a149	    IVOID of underlying data collection
#INFO	creator=Grossschedl J.E.	    First author or institution
#INFO	cites=bibcode:2019A&A...622A.149G	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/622/A149	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36220149	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-08-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_622_A149_tablec1:
#Name: J/A+A/622/A149/tablec1
#Title: Catalog of YSO candidates and rejected YSOs
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A13)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Otype	(a22)	Object Type as given in SIMBAD	[ucd=src.class]
#Column	Jmag	(F7.4)	? J magnitude from VISTA	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.4)	? H magnitude from VISTA	[ucd=phot.mag;em.IR.H]
#Column	Ksmag	(F7.4)	? Ks magnitude from VISTA	[ucd=phot.mag;em.IR.K]
#Column	Class	(A4)	YSO classification (9)	[ucd=meta.code.class]
#Column	ClassFlag	(I1)	[1/4] Flag to distinguish between candidates (10)	[ucd=meta.code]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
RAJ2000	DEJ2000	Otype	Jmag	Hmag	Ksmag	Class	ClassFlag	SimbadName
05 41 11.114	-09 01 17.345	pMS*                  	15.0010	14.2070	13.7920	D   	1	[MGM2012] 170
05 41 11.823	-07 53 35.968	YSO                   	       	19.9080	17.1560	F   	1	HOPS 266
05 41 11.822	-08 57 30.523	YSO                   	       	       	17.4860	I   	1	[MGM2012] 178
05 41 11.901	-08 57 02.805	YSO                   	       	19.1010	16.3620	I   	1	[MGM2012] 180
05 41 12.101	-09 11 58.991	Star                  	10.3970	10.1260	10.0360	AD  	2	TYC 5346-125-1
05 41 12.138	-08 58 52.688	pMS*                  	13.4550	12.2690	11.6380	D   	1	[MGM2012] 175
05 41 12.230	-08 58 59.633	pMS*                  	14.3030	13.4550	13.1090	D   	1	[MGM2012] 174
05 41 12.405	-09 01 07.829	pMS*                  	14.6450	13.3030	12.5380	D   	1	[MGM2012] 171
05 41 12.544	-08 52 45.986	pMS*                  	14.2320	13.4850	13.0750	D   	1	[MGM2012] 188
05 41 12.771	-09 39 39.497	pMS*                  	14.1010	13.4760	13.0740	AD  	1	[MGM2012] 101
05 41 14.032	-08 07 57.381	pMS*                  	11.6790	10.6890	10.3060	D   	1	[MGM2012] 342
05 41 14.731	-09 28 55.955	pMS*                  	12.8160	11.9150	11.4430	D   	1	WISE J054114.73-092856.0
05 41 15.215	-08 37 03.354	pMS*                  	18.3800	17.0350	16.0580	D   	1	[MGM2012] 252
05 41 15.949	-09 11 57.274	pMS*                  	13.5360	11.7370	10.7650	D   	1	[MGM2012] 156
05 41 16.106	-07 53 47.428	pMS*                  	       	       	18.7760	UD  	4	[MGM2012] 442
05 41 16.181	-09 30 16.926	pMS*                  	12.6530	11.7810	11.4960	TD  	1	[MGM2012] 118
05 41 16.515	-09 44 14.507	pMS*                  	12.8520	12.0680	11.7440	D   	1	[MGM2012] 100
05 41 16.715	-07 51 17.959	pMS*                  	14.3790	13.4450	12.9660	D   	1	[MGM2012] 454
05 41 17.804	-07 49 51.747	pMS*                  	15.8120	13.0220	11.4420	AD  	1	[MGM2012] 462
05 41 18.519	-07 26 21.198	Em*                   	12.6350	11.7010	11.1530	D   	2	WISE J054118.52-072621.2
05 41 18.938	-07 55 28.964	YSO                   	18.5960	15.7160	13.3420	I   	1	HOPS 261
05 41 19.088	-07 53 37.411	pMS*                  	18.6100	15.3760	13.6140	D   	1	[MGM2012] 446
05 41 19.440	-07 53 47.692	pMS*                  	17.7150	14.9200	13.3970	D   	1	[MGM2012] 441
05 41 19.561	-08 40 38.823	pMS*                  	13.2780	11.6440	10.4960	D   	1	[MGM2012] 217
05 41 19.671	-07 50 40.921	YSO                   	       	16.8010	13.5700	I   	1	HOPS 267
05 41 19.889	-07 55 46.608	YSO                   	       	16.1870	13.4760	D   	1	HOPS 257
05 41 20.116	-07 55 23.867	pMS*                  	14.6820	12.8760	11.7920	D   	1	[MGM2012] 431
05 41 20.347	-07 53 10.588	YSO                   	18.1220	14.6650	12.7520	F   	1	HOPS 265
05 41 21.015	-07 57 05.980	YSO                   	       	19.5420	16.6780	D   	1	[MGM2012] 417
05 41 21.263	-07 56 53.943	pMS*                  	       	       	17.9630	AD  	1	[MGM2012] 419
05 41 21.406	-07 55 00.823	pMS*                  	       	19.2190	17.1420	TD  	1	[MGM2012] 435
05 41 21.758	-07 53 16.146	pMS*                  	16.9110	14.1100	12.5170	D   	1	[MGM2012] 448
05 41 22.127	-07 58 02.857	YSO                   	16.6470	12.8190	10.5270	D   	1	HOPS 248
05 41 22.548	-08 33 27.698	pMS*                  	16.9290	15.7130	14.8540	D   	1	[MGM2012] 265
05 41 22.600	-08 39 16.360	pMS*                  	13.7240	12.6480	12.0330	D   	1	[MGM2012] 229
05 41 22.697	-07 49 16.056	pMS*                  	16.8250	14.0430	12.3590	D   	1	[MGM2012] 467
05 41 22.884	-07 58 55.717	YSO                   	       	17.8460	14.2710	D   	1	HOPS 245
05 41 22.941	-08 39 10.947	pMS*                  	12.3450	11.2080	10.7230	D   	1	[MGM2012] 230
05 41 22.948	-08 58 42.613	pMS*                  	       	19.9240	18.6040	G   	3	[MGM2012] 176
05 41 23.222	-08 59 43.036	pMS*                  	12.3240	11.0460	10.1750	D   	1	WISE J054123.22-085942.8
05 41 23.684	-07 53 46.760	YSO                   	       	       	       	I   	1	HOPS 263
05 41 23.975	-07 53 42.093	YSO                   	       	17.4370	13.7310	I   	1	HOPS 262
05 41 24.072	-07 52 48.756	Candidate_YSO         	       	       	       	F   	1	[MGM2012] 451
05 41 24.515	-08 56 32.038	pMS*                  	11.1080	10.1730	 9.7110	D   	1	WISE J054124.51-085632.0
05 41 24.526	-07 55 07.104	YSO                   	       	       	16.2300	I   	1	HOPS 254
05 41 24.743	-07 54 08.066	YSO                   	       	17.7450	13.4160	F   	1	HOPS 258
05 41 25.098	-08 33 35.948	pMS*                  	17.2500	15.8260	14.7960	D   	1	[MGM2012] 264
05 41 25.348	-08 05 54.700	Orion_V*              	10.6040	 9.8240	 9.2870	F   	1	HOPS 235
05 41 25.378	-08 12 42.934	                      	17.4950	15.8050	15.0200	AD  	2	VISION J05412538-0812429
05 41 25.454	-07 55 18.662	YSO                   	       	19.9110	16.9480	F   	1	HOPS 374
05 41 25.860	-07 49 50.674	pMS*                  	12.6230	11.2010	10.5500	TD  	1	WISE J054125.86-074950.7
05 41 25.978	-08 01 15.602	YSO                   	       	       	16.7980	I   	1	HOPS 240
05 41 26.220	-07 56 51.615	YSO                   	       	       	       	0   	1	HOPS 247
05 41 26.447	-08 01 01.827	YSO                   	       	       	18.3260	I   	1	HOPS 241
05 41 26.440	-07 55 42.041	pMS*                  	17.2700	14.9350	13.6710	D   	1	[MGM2012] 427
05 41 26.509	-08 58 39.427	pMS*                  	12.7480	11.7020	11.0720	D   	1	[MGM2012] 177
05 41 26.648	-08 03 12.299	YSO                   	20.8970	16.4360	13.6940	F   	1	HOPS 238
05 41 26.703	-08 42 24.490	YSO                   	14.6180	12.4330	10.4990	D   	1	HOPS 222
05 41 27.010	-07 42 33.868	YSO                   	18.4360	17.1050	15.8490	F   	1	HOPS 269
05 41 27.084	-08 00 54.431	YSO                   	       	       	16.5050	I   	1	HOPS 239
05 41 27.215	-08 36 45.903	pMS*                  	14.6000	12.9270	11.9180	D   	1	[MGM2012] 254
05 41 27.711	-09 31 41.386	pMS*                  	12.1470	11.0330	10.2720	D   	1	WISE J054127.71-093141.3
05 41 28.036	-07 49 22.413	pMS*                  	15.3740	14.2700	13.3760	D   	1	[MGM2012] 466
05 41 28.200	-09 23 40.323	pMS*                  	13.4040	12.5470	12.2290	TD  	1	[MGM2012] 128
05 41 28.777	-07 53 51.001	YSO                   	16.5760	14.0200	12.1880	F   	1	HOPS 253
05 41 28.901	-08 04 12.975	pMS*                  	16.0070	       	12.8640	D   	1	[MGM2012] 381
05 41 28.972	-08 03 25.683	YSO                   	       	19.3130	16.8100	I   	1	HOPS 237
05 41 29.277	-08 43 04.392	YSO                   	20.4750	16.7620	14.2420	I   	1	HOPS 219
05 41 29.781	-08 42 46.102	YSO                   	19.8630	16.9450	15.0880	I   	1	HOPS 220
05 41 29.812	-08 13 01.829	pMS*                  	15.8790	14.9090	13.9800	D   	1	[MGM2012] 305
05 41 29.954	-07 54 21.175	pMS*                  	16.1440	14.0670	12.6600	D   	1	[MGM2012] 438
05 41 30.051	-08 40 09.158	YSO                   	       	15.6800	12.3560	F   	1	HOPS 226
05 41 30.084	-07 40 43.756	YSO                   	18.8690	17.5750	16.2870	UG  	4	[MGM2012] 500
05 41 30.217	-08 03 41.339	YSO                   	17.1540	15.7650	10.5570	F   	1	HOPS 236
05 41 30.337	-08 40 17.689	YSO                   	19.6290	15.0230	11.8720	F   	1	HOPS 225
05 41 30.338	-08 04 42.301	pMS*                  	14.0540	16.1770	11.6180	D   	1	[MGM2012] 379
05 41 30.437	-08 40 22.850	YSO                   	       	17.8550	14.7960	F   	1	[MGM2012] 218
05 41 30.494	-08 43 58.853	pMS*                  	15.7190	14.8700	14.3750	D   	1	[MGM2012] 209
05 41 30.586	-08 04 48.218	pMS*                  	12.7920	11.1630	10.0960	D   	1	[MGM2012] 378
05 41 32.025	-08 40 09.727	YSO                   	       	       	       	0   	1	HOPS 224
05 41 32.340	-08 37 55.562	YSO                   	18.6200	14.9800	12.6940	F   	1	HOPS 227
05 41 33.221	-07 55 02.218	pMS*                  	12.2090	11.1740	10.5260	D   	1	[MGM2012] 434
05 42 50.159	-09 45 18.506	pMS*                  	14.8140	13.3540	12.5720	AD  	1	[MGM2012] 90
05 41 33.378	-07 59 56.155	pMS*                  	13.7440	12.0090	11.2200	D   	1	[MGM2012] 402
05 41 33.420	-07 11 03.004	                      	14.0300	13.2470	12.8570	D   	2	2MASS J05413342-0711030
05 41 33.617	-09 34 44.880	pMS*                  	14.9940	14.2070	13.7050	D   	1	[MGM2012] 108
05 41 34.186	-08 35 27.440	YSO                   	16.2320	14.4300	12.1030	I   	1	HOPS 228
05 41 34.792	-08 35 23.068	pMS*                  	15.1230	12.8020	11.5550	D   	1	[MGM2012] 258
05 41 35.464	-08 08 22.679	YSO                   	18.4490	15.8190	14.4260	I   	1	HOPS 232
05 41 35.952	-08 40 58.364	pMS*                  	14.6250	13.0240	11.9250	D   	1	[MGM2012] 216
05 41 35.935	-08 40 16.130	pMS*                  	       	19.3440	17.3100	D   	1	[MGM2012] 220
05 41 36.313	-09 33 59.216	pMS*                  	15.0990	14.3870	14.0600	D   	1	[MGM2012] 110
05 41 36.494	-06 20 45.246	Em*                   	11.6130	10.9040	10.6180	D   	2	Haro 4-487
05 41 36.711	-09 30 46.292	pMS*                  	14.0800	13.0240	11.8440	D   	1	[MGM2012] 117
05 41 37.232	-09 01 35.537	pMS*                  	15.1280	14.3370	13.8950	D   	1	[MGM2012] 169
05 41 37.379	-09 07 51.113	pMS*                  	12.6670	11.6240	11.2120	D   	1	[MGM2012] 162
05 41 37.851	-09 26 18.523	pMS*                  	13.5580	12.6090	12.2260	D   	1	[MGM2012] 124
05 41 38.381	-09 46 40.593	pMS*                  	14.3330	12.9600	12.3710	D   	1	[MGM2012] 80
05 41 38.930	-09 31 25.487	Candidate_YSO         	17.7180	16.5210	15.9180	UG  	4	[MGM2012] 116
05 41 39.699	-09 17 25.534	pMS*                  	14.6780	13.9660	13.5730	D   	1	[MGM2012] 146
05 41 41.656	-08 00 18.504	pMS*                  	16.3530	14.8490	14.3520	D   	1	[MGM2012] 400
05 41 42.414	-08 37 06.782	pMS*                  	       	       	 9.7900	D   	1	[MGM2012] 250
05 41 43.737	-07 58 22.327	pMS*                  	12.3370	11.4440	10.8620	D   	1	[MGM2012] 411
05 41 44.828	-07 58 15.228	pMS*                  	16.0420	13.3990	12.0560	D   	1	[MGM2012] 412
05 41 44.873	-08 21 30.588	pMS*                  	12.6430	10.9260	 9.7840	D   	1	[MGM2012] 276
05 41 45.595	-07 55 55.007	pMS*                  	14.0280	13.1140	12.3580	D   	1	[MGM2012] 425
05 41 46.931	-07 34 15.306	                      	12.7240	11.6930	10.7020	F   	2	2MASS J05414693-0734153
05 41 48.745	-07 15 59.478	                      	12.4110	11.6620	11.4420	TD  	2	UCAC4 414-009735
05 41 49.226	-07 57 12.145	pMS*                  	13.6850	12.4690	11.9200	AD  	1	[MGM2012] 416
05 41 49.734	-08 00 32.233	Orion_V*              	 9.4100	 8.5390	 7.8110	D   	1	WISE J054149.73-080032.2
05 41 49.883	-09 37 52.085	Candidate_YSO         	18.0810	16.8840	15.8820	G   	3	[MGM2012] 103
05 41 49.939	-08 01 26.643	YSO                   	       	18.3450	       	I   	1	WISE J054149.95-080126.1
05 41 50.396	-07 32 05.669	                      	13.7920	13.0310	12.7340	D   	2	2MASS J05415039-0732056
05 41 52.293	-08 01 22.262	YSO                   	       	17.9240	       	I   	1	HOPS 233
05 41 52.587	-07 50 25.154	                      	14.8080	14.1060	13.7720	AD  	2	VISION J05415259-0750252
05 41 53.668	-08 37 42.949	pMS*                  	13.7540	12.5670	11.9040	D   	1	[MGM2012] 247
05 41 54.051	-07 49 53.456	pMS*                  	12.2330	11.4460	11.0800	TD  	1	[MGM2012] 461
05 41 54.620	-06 15 13.740	                      	 9.4860	 9.2370	 9.1000	TD  	2	VISION J05415462-0615137
05 41 54.662	-07 59 12.389	pMS*                  	12.3560	11.0590	10.3450	D   	1	WISE J054154.66-075912.3
05 41 55.661	-06 57 45.987	                      	14.9470	13.8750	12.8980	D   	2	2MASS J05415565-0657460
05 41 57.317	-09 53 58.735	pMS*                  	11.8930	11.0170	10.6010	D   	1	[MGM2012] 63
05 41 58.001	-09 49 51.188	pMS*                  	12.3250	11.4940	11.2250	TD  	1	[MGM2012] 72
05 42 00.093	-10 01 11.293	pMS*                  	12.0710	10.7360	 9.8320	D   	1	[MGM2012] 25
05 42 00.226	-08 43 29.209	pMS*                  	15.9450	15.3870	15.0460	D   	1	[MGM2012] 210
05 42 00.877	-09 25 15.380	YSO                   	17.0180	15.5780	14.3340	F   	1	[MGM2012] 125
05 42 02.586	-07 15 59.763	                      	13.5200	12.9370	11.8560	D   	2	2MASS J05420258-0715597
05 42 02.865	-09 57 12.253	pMS*                  	14.7980	13.4520	12.7780	D   	1	[MGM2012] 54
05 42 58.399	-08 37 41.534	pMS*                  	       	       	17.9780	I   	1	[MGM2012] 248
05 42 02.943	-07 56 20.885	pMS*                  	11.6620	10.7900	10.3070	D   	1	[MGM2012] 424
05 42 03.364	-09 32 55.354	pMS*                  	15.8890	15.0240	14.5330	D   	1	[MGM2012] 111
05 42 04.106	-09 08 42.351	pMS*                  	13.7520	12.7350	12.2250	D   	1	[MGM2012] 161
05 42 04.337	-07 52 23.941	pMS*                  	13.4430	12.5440	12.1190	D   	1	[MGM2012] 452
05 42 04.432	-07 51 49.974	pMS*                  	14.7560	13.9410	13.5600	TD  	1	[MGM2012] 453
05 42 05.171	-08 11 26.609	pMS*                  	13.8880	11.8170	10.5940	D   	1	[MGM2012] 311
05 42 05.473	-08 38 28.391	pMS*                  	11.9630	10.9170	10.5240	D   	1	[MGM2012] 238
05 42 05.588	-08 01 05.558	pMS*                  	13.3730	12.4460	12.1450	TD  	1	[MGM2012] 395
05 42 06.878	-10 02 29.178	Candidate_YSO         	17.6280	16.0690	15.1350	G   	3	[MGM2012] 14
05 42 07.248	-08 05 24.404	pMS*                  	14.3890	13.3910	12.8350	D   	1	[MGM2012] 372
05 42 08.005	-08 12 02.796	pMS*                  	13.6560	11.4540	10.1490	D   	1	[MGM2012] 308
05 42 08.822	-07 56 54.937	pMS*                  	14.3870	13.6240	13.1570	D   	1	[MGM2012] 418
05 42 09.743	-09 01 39.861	pMS*                  	14.2380	13.1170	12.6440	D   	1	[MGM2012] 168
05 42 10.241	-08 07 49.145	pMS*                  	14.7710	14.0050	13.4790	AD  	1	[MGM2012] 343
05 42 10.395	-09 58 38.178	pMS*                  	13.0000	11.7110	11.0530	D   	1	[MGM2012] 49
05 42 10.820	-08 11 35.843	pMS*                  	16.9460	15.0720	14.0410	D   	1	[MGM2012] 309
05 42 11.048	-08 01 05.371	pMS*                  	14.2620	13.5210	13.2090	D   	1	[MGM2012] 394
05 42 12.404	-10 02 11.396	pMS*                  	13.3210	12.2840	11.8140	D   	1	[MGM2012] 15
05 42 13.071	-10 05 35.125	YSO                   	18.0080	15.3760	13.7980	F   	1	[MGM2012] 4
05 42 13.295	-09 39 56.472	                      	12.3150	11.3680	11.0700	AD  	2	UCAC4 402-009810
05 42 13.509	-08 10 01.460	pMS*                  	14.0250	12.9990	12.1630	D   	1	[MGM2012] 320
05 42 14.118	-09 56 20.375	pMS*                  	11.6150	11.0690	10.0910	F   	1	[MGM2012] 55
05 42 14.182	-09 56 12.920	pMS*                  	16.0290	14.0330	12.8680	F   	1	[MGM2012] 56
05 42 14.264	-08 13 21.883	pMS*                  	17.2490	15.6040	14.5950	D   	1	[MGM2012] 303
05 42 14.299	-07 58 35.215	pMS*                  	11.7270	10.6240	 9.8870	D   	1	WISE J054214.29-075835.1
05 42 14.595	-07 58 57.917	pMS*                  	12.7580	11.8490	11.4020	D   	1	[MGM2012] 404
05 42 15.269	-07 39 06.602	                      	13.0480	12.3370	12.0820	TD  	2	2MASS J05421527-0739066
05 42 15.318	-10 00 58.804	pMS*                  	14.5830	13.2450	12.5600	D   	1	[MGM2012] 30
05 42 15.427	-09 59 26.718	                      	15.2200	12.9410	11.7640	TD  	2	VISION J05421543-0959267
05 42 15.977	-10 00 40.939	pMS*                  	14.5130	12.9210	11.9450	D   	1	[MGM2012] 33
05 42 16.862	-09 59 41.114	pMS*                  	       	       	15.8770	0   	1	[MGM2012] 43
05 42 17.450	-09 59 41.553	YSO                   	17.0840	14.2030	12.2990	F   	1	[MGM2012] 44
05 42 17.842	-09 59 47.888	YSO                   	       	18.2370	14.1010	I   	1	[MGM2012] 42
05 42 19.083	-10 00 07.955	YSO                   	14.8880	11.9510	 9.7580	F   	1	[MGM2012] 40
05 42 19.566	-08 05 07.548	pMS*                  	13.8050	12.9430	12.3140	D   	1	[MGM2012] 375
05 42 20.630	-10 00 20.566	YSO                   	20.0740	17.1700	15.5000	F   	1	[MGM2012] 37
05 42 21.397	-09 49 44.199	pMS*                  	15.5570	13.3730	11.8180	D   	1	[MGM2012] 73
05 42 21.559	-08 08 29.755	pMS*                  	12.0490	11.2800	10.9440	TD  	1	[MGM2012] 339
05 42 22.035	-09 53 24.679	pMS*                  	14.0640	12.9100	12.1690	D   	1	[MGM2012] 64
05 42 22.333	-09 44 21.497	pMS*                  	15.9880	14.8340	14.2100	AD  	1	[MGM2012] 99
05 42 22.605	-09 11 54.452	pMS*                  	13.9890	13.9510	13.5800	D   	1	[MGM2012] 157
05 42 22.734	-08 09 23.817	pMS*                  	14.5190	13.6840	13.1900	III 	3	[MGM2012] 331
05 42 23.613	-08 09 10.320	pMS*                  	13.3270	11.9470	11.3910	D   	1	[MGM2012] 332
05 42 23.701	-08 07 47.440	pMS*                  	14.8420	13.9660	13.5270	D   	1	[MGM2012] 345
05 42 23.766	-10 00 57.444	YSO                   	20.0580	16.8120	14.6940	I   	1	[MGM2012] 31
05 42 24.238	-08 07 47.471	pMS*                  	15.3730	14.5260	14.0160	D   	1	[MGM2012] 344
05 42 24.322	-10 00 37.329	pMS*                  	13.6720	12.6190	11.8820	D   	1	[MGM2012] 35
05 42 25.434	-08 09 55.356	pMS*                  	13.2950	11.9130	11.2960	D   	1	[MGM2012] 322
05 42 25.784	-08 08 50.128	pMS*                  	12.7790	11.6600	11.0560	D   	1	[MGM2012] 336
05 42 25.812	-10 01 48.138	pMS*                  	13.3000	12.4530	12.0920	TD  	1	[MGM2012] 18
05 42 26.006	-08 15 02.121	pMS*                  	17.5050	15.5290	14.4390	D   	1	[MGM2012] 295
05 42 26.418	-07 58 56.696	pMS*                  	12.7440	11.4430	10.8250	D   	1	[MGM2012] 405
05 42 26.496	-07 58 50.879	pMS*                  	11.9630	10.7330	 9.9640	D   	1	[MGM2012] 407
05 42 27.500	-08 11 03.760	pMS*                  	14.7710	13.9510	13.5130	D   	1	[MGM2012] 316
05 42 27.569	-08 05 26.253	pMS*                  	15.1300	13.6600	13.1620	D   	1	[MGM2012] 370
05 42 27.586	-08 09 52.570	pMS*                  	12.8270	11.8730	11.2690	D   	1	WISE J054227.58-080952.5
05 42 27.765	-10 01 51.228	pMS*                  	10.2390	 9.3350	 8.4720	D   	1	[MGM2012] 17
05 42 28.532	-10 01 42.896	pMS*                  	16.1370	15.0250	14.3140	AD  	1	[MGM2012] 21
05 42 29.015	-09 47 32.586	YSO                   	       	       	16.7220	I   	1	[MGM2012] 77
05 42 29.163	-07 58 29.423	pMS*                  	12.9540	12.1890	11.8270	AD  	1	[MGM2012] 410
05 42 29.846	-09 46 39.152	pMS*                  	14.3110	12.8540	12.0750	D   	1	[MGM2012] 81
05 42 29.895	-08 07 22.322	                      	18.3650	16.6470	15.3370	F   	1	[MGM2012] 3482
05 42 30.439	-10 00 38.098	pMS*                  	15.8050	14.3600	13.5060	D   	1	[MGM2012] 34
05 42 30.531	-10 10 47.615	pMS*                  	19.8260	17.3910	15.8010	D   	1	[MGM2012] 2
05 43 23.350	-07 28 34.419	                      	15.8120	14.7860	13.6960	F   	2	VISION J05432335-0728344
05 42 30.616	-08 32 55.193	pMS*                  	10.8180	10.1250	 9.7570	TD  	1	[MGM2012] 267
05 42 30.736	-09 53 02.921	pMS*                  	12.8060	11.9740	11.1460	D   	1	[MGM2012] 65
05 42 30.797	-08 09 05.523	YSO                   	13.1300	11.8550	11.4400	D   	1	HOPS 230
05 42 30.871	-08 10 45.599	pMS*                  	14.1450	13.4050	13.0070	D   	1	[MGM2012] 317
05 42 30.998	-08 06 38.116	pMS*                  	12.9940	12.4050	11.4920	D   	1	[MGM2012] 356
05 42 31.539	-10 01 36.633	pMS*                  	18.8650	15.2070	12.8670	D   	1	[MGM2012] 22
05 42 31.547	-08 08 22.679	pMS*                  	13.2960	12.0900	11.4820	D   	1	WISE J054231.54-080822.8
05 42 31.654	-09 57 41.302	pMS*                  	12.8460	11.6950	11.1320	D   	1	[MGM2012] 51
05 42 31.772	-10 05 26.407	pMS*                  	14.1910	12.8940	11.8820	D   	1	[MGM2012] 5
05 42 32.313	-10 00 17.290	pMS*                  	15.3440	14.5470	14.0720	D   	1	[MGM2012] 39
05 42 32.751	-09 45 06.646	pMS*                  	13.7490	12.3210	11.4630	D   	1	[MGM2012] 93
05 42 33.063	-08 09 38.354	pMS*                  	14.2280	13.2060	12.7300	D   	1	[MGM2012] 326
05 42 33.143	-10 01 19.692	YSO                   	15.2650	11.9440	10.4890	F   	1	[MGM2012] 23
05 42 33.248	-09 54 32.903	pMS*                  	12.9830	11.9070	11.4580	D   	1	[MGM2012] 61
05 42 33.813	-10 00 53.080	YSO                   	15.2700	13.3670	12.1140	I   	1	[MGM2012] 32
05 42 33.938	-10 01 15.996	YSO                   	16.5140	14.7250	       	I   	1	[MGM2012] 24
05 42 34.019	-08 09 59.665	pMS*                  	12.0330	10.9690	10.5820	TD  	1	[MGM2012] 321
05 42 34.315	-08 02 12.082	pMS*                  	14.1310	13.4540	13.0570	D   	1	[MGM2012] 388
05 42 34.335	-09 59 48.604	pMS*                  	16.3650	15.1430	14.3280	D   	1	[MGM2012] 41
05 42 34.426	-10 01 52.096	pMS*                  	12.2000	11.0850	10.1510	D   	1	[MGM2012] 16
05 42 34.544	-08 53 38.411	pMS*                  	14.3970	13.3000	12.8780	D   	1	[MGM2012] 187
05 42 34.894	-10 01 46.433	pMS*                  	10.1790	 9.1750	 8.5890	D   	1	[MGM2012] 20
05 42 34.918	-08 07 50.433	YSO                   	13.8590	12.9790	12.5590	AD  	2	[MB91] 64
05 42 35.605	-08 15 01.958	pMS*                  	13.1130	12.1040	11.8140	TD  	1	[MGM2012] 296
05 42 35.839	-09 58 55.220	pMS*                  	 9.9730	 8.9590	 8.2270	D   	1	[MGM2012] 47
05 42 36.485	-09 59 12.620	pMS*                  	17.0270	15.0400	13.4620	D   	1	[MGM2012] 46
05 42 36.565	-10 01 02.002	pMS*                  	13.3290	11.9940	11.3620	D   	1	[MGM2012] 29
05 42 37.025	-09 59 37.744	pMS*                  	12.5590	11.5400	10.8310	D   	1	[MGM2012] 45
05 42 37.103	-10 03 29.854	pMS*                  	12.8310	11.6440	11.0670	D   	1	[MGM2012] 10
05 42 37.193	-08 38 46.735	pMS*                  	16.8760	15.2730	15.1720	UF  	4	[MGM2012] 235
05 42 37.696	-08 25 15.374	pMS*                  	13.3630	12.4960	11.5510	D   	1	[MGM2012] 272
05 42 38.050	-10 03 43.656	pMS*                  	13.7250	12.6300	11.8950	D   	1	[MGM2012] 6
05 42 38.172	-10 01 07.373	pMS*                  	13.7160	11.3140	10.0160	D   	1	[MGM2012] 26
05 42 38.226	-08 16 35.270	pMS*                  	13.8960	12.3860	11.4800	D   	1	[MGM2012] 291
05 42 38.310	-08 41 01.698	pMS*                  	14.4540	12.0740	11.3820	D   	1	[MGM2012] 215
05 42 38.598	-08 50 18.899	YSO                   	17.0050	14.4140	12.5980	F   	1	HOPS 207
05 42 38.936	-09 12 05.739	pMS*                  	13.7760	12.8250	12.4270	D   	1	[MGM2012] 155
05 42 39.106	-10 00 33.701	pMS*                  	16.4670	14.6350	13.4480	D   	1	[MGM2012] 36
05 42 39.137	-08 50 27.561	pMS*                  	20.2820	17.5580	16.1540	D   	1	[MGM2012] 196
05 42 39.226	-09 55 32.771	pMS*                  	12.5710	11.2610	10.5170	D   	1	[MGM2012] 59
05 42 39.293	-10 01 47.240	Candidate_YSO         	18.4050	16.8400	15.7000	I   	1	[MGM2012] 19
05 42 39.354	-08 26 28.232	pMS*                  	12.5850	11.7340	11.4810	D   	1	[MGM2012] 271
